outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Minnesota Region 3",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Minnesota Region 3",0.0582921836,0.0428513601,0.0788385834
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi",0.1178181587,0.1008172368,0.1372483729
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi",0.0731885791,0.0633605247,0.0844037202
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi",0.1049957116,0.0876105516,0.1253567384
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi",0.0677403778,0.0566963138,0.0807515887
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 1",0.1266849846,0.1016160589,0.1568586441
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 1",0.0796304795,0.0646972155,0.0976507342
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 1",0.1200056114,0.0909277564,0.156778619
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 1",0.0726462393,0.0565326985,0.0929003859
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 2",0.1018133809,0.078180078,0.1315711815
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 2",0.0644750485,0.0503855405,0.0821635688
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 2",0.0844899529,0.0609201903,0.1160518222
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 2",0.0610978313,0.0459221146,0.0808635573
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 3",0.1106248101,0.0866312191,0.1402433666
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 3",0.069890143,0.0554176128,0.0877909541
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 3",0.0943905834,0.0685382097,0.1286475776
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 3",0.0650515372,0.0494840146,0.0850781938
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 4",0.1057143405,0.0824024591,0.1346534303
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 4",0.0669450495,0.0528711942,0.0844312782
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 4",0.0862980999,0.0619340215,0.1190305316
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 4",0.063754179,0.0485427632,0.0833148657
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 5",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 5",0.0697262999,0.0530577119,0.0911275486
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 5",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 5",0.0644018875,0.0469489148,0.0877455556
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 6",0.1175617574,0.0915313507,0.1497744467
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 6",0.0764475851,0.0600050152,0.0969311356
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 6",0.1093030385,0.079398209,0.1486525831
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 6",0.0707626239,0.0531053429,0.0937098466
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Mississippi Region 7",0.139785026,0.1108034484,0.1748563345
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Mississippi Region 7",0.0798434356,0.0637014251,0.0996405499
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Mississippi Region 7",0.128782056,0.0932278888,0.1752745252
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Mississippi Region 7",0.0719635908,0.0551455203,0.0934037332
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri",0.1506532892,0.1304567287,0.1733532191
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri",0.0852723462,0.0744653564,0.097482538
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri",0.1222119915,0.1029425372,0.1445073774
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri",0.0793693451,0.067315041,0.0933661633
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Central",0.1342038662,0.1058519903,0.1687167452
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Central",0.0744851957,0.0583120232,0.0946930206
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Central",0.1023722794,0.0739921023,0.1399922304
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Central",0.0688593183,0.0516597225,0.0912344423
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Eastern",0.1497315159,0.1249967531,0.1783631457
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Eastern",0.083461197,0.0699225644,0.0993412332
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Eastern",0.1217034834,0.0958674566,0.1533215196
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Eastern",0.0776378292,0.0630496392,0.0952582127
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Eastern (St. Louis City and County)",0.1332005019,0.1058833442,0.166254835
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Eastern (St. Louis City and County)",0.0799461752,0.0640800995,0.0993237538
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Eastern (St. Louis City and County)",0.1155207857,0.0850495531,0.1550589847
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Eastern (St. Louis City and County)",0.0744530172,0.0575840712,0.0957614942
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Eastern (excluding St. Louis)",0.174477024,0.1396542886,0.2158047847
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Eastern (excluding St. Louis)",0.0894202937,0.0715026198,0.1112897502
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Eastern (excluding St. Louis)",0.1325467519,0.0983502589,0.1763084039
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Eastern (excluding St. Louis)",0.0830092777,0.0639921868,0.1070315959
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Northwest",0.1544906392,0.1273690031,0.1861554815
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Northwest",0.0901903079,0.0752736297,0.1077186321
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Northwest",0.1300924682,0.1022300872,0.1641600781
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Northwest",0.0839689488,0.0679121484,0.1034009853
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Northwest (Jackson)",0.1484574333,0.1172334977,0.1862430253
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Northwest (Jackson)",0.0896861758,0.0716999496,0.1116416961
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Northwest (Jackson)",0.1313074063,0.0966193818,0.1760224634
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Northwest (Jackson)",0.0834946648,0.064528137,0.1073959517
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Northwest (excluding Jackson)",0.1594705623,0.1262941573,0.1993733908
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Northwest (excluding Jackson)",0.0906127336,0.0717372164,0.1138456682
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Northwest (excluding Jackson)",0.1291470308,0.0943992982,0.1742244767
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Northwest (excluding Jackson)",0.0843709812,0.0644277877,0.1097631959
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Southeast",0.1547698039,0.1217251482,0.1947954516
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Southeast",0.0868084359,0.0685255431,0.109396391
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Southeast",0.1277707181,0.094031207,0.1713269846
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Southeast",0.0806358381,0.0610972704,0.1057191782
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Missouri Southwest",0.1572679106,0.1253063641,0.1955591445
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Missouri Southwest",0.0899403112,0.0716173009,0.1123837112
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Missouri Southwest",0.1286903836,0.0952091903,0.1717110858
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Missouri Southwest",0.0839615576,0.0645341996,0.1085586282
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana",0.1418202889,0.1233265532,0.1625730137
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana",0.0779350934,0.068107067,0.0890458144
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana",0.1435020391,0.1226089652,0.1672766062
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana",0.0675978096,0.0568562715,0.0801961304
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana Region 1",0.1345203611,0.1052658207,0.170357083
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana Region 1",0.0720557834,0.0571028306,0.0905482968
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana Region 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana Region 1",0.0622842051,0.0469334667,0.0822226223
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana Region 2",0.1250388592,0.0976369595,0.1587779451
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana Region 2",0.0676998596,0.0529096053,0.086248046
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana Region 2",0.1163309385,0.0848232625,0.157527658
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana Region 2",0.0595782571,0.0444558721,0.0794172276
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana Region 3",0.140156721,0.1127836767,0.1728787813
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana Region 3",0.0761356018,0.0610678693,0.0945467436
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana Region 3",0.1405599845,0.1060514068,0.1839864162
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana Region 3",0.0667725217,0.0511587077,0.0867162085
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana Region 4",0.1472286596,0.1205149715,0.178660884
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana Region 4",0.0836661263,0.0689872736,0.1011290278
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana Region 4",0.1520378619,0.1196391409,0.1913037393
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana Region 4",0.072297505,0.0570104502,0.0912868826
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Montana Region 5",0.1494990464,0.122367129,0.1814033518
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Montana Region 5",0.0803263614,0.0660952722,0.0973023247
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Montana Region 5",0.1516103708,0.1176367867,0.1932467082
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Montana Region 5",0.0690967535,0.0543351451,0.0874976896
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska",0.1330478825,0.11473691,0.1537735122
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska",0.0667299323,0.0577304546,0.0770176508
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska",0.1298343968,0.1101077168,0.1524896593
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska",0.0555780796,0.0459611044,0.06706587
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 3",0.1301787003,0.103305266,0.1627738795
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 3",0.0620259384,0.0488760442,0.0784220477
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 3",0.119935355,0.0875725219,0.1621328336
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 3",0.0518659721,0.0387817079,0.0690475352
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 4",0.1329073802,0.1051361463,0.166648161
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 4",0.0616515581,0.0480457941,0.0787913477
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 4",0.1154478433,0.0831591052,0.1581115136
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 4",0.052458569,0.0390478552,0.0701389251
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 5",0.1342709957,0.1075974618,0.166324521
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 5",0.073886314,0.0603937257,0.0901042205
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 5",0.147121227,0.1138854645,0.1879985266
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 5",0.0596681928,0.0460653772,0.0769637553
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 6",0.1311356318,0.1068365041,0.1599715468
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 6",0.065734516,0.0541243789,0.0796254732
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 6",0.1251165505,0.0980940524,0.1582767182
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 6",0.0554904166,0.0434199661,0.0706684773
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Regions 1 and 2",0.1425458058,0.1170717901,0.172479973
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Regions 1 and 2",0.0642735349,0.0522178902,0.0788808437
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Regions 1 and 2",0.1296692194,0.0998464729,0.1667495028
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Regions 1 and 2",0.0538340014,0.0416549966,0.0693163243
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 1",0.0668974604,0.0518893209,0.0858533856
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 1",0.0555250932,0.0406837873,0.0753551773
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nebraska Region 2",0.1365562577,0.1073063926,0.1722407776
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nebraska Region 2",0.0619345548,0.0479266797,0.0796939062
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nebraska Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nebraska Region 2",0.0523380697,0.0385514462,0.0706925018
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada",0.1540317052,0.1326629761,0.1781354888
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada",0.0706041312,0.0600511153,0.0828482098
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada",0.1387918866,0.1169391051,0.16397009
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada",0.0608738454,0.0495180359,0.0746293714
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada Clark - Region 1",0.1531102456,0.1286281375,0.1812826679
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada Clark - Region 1",0.0696447873,0.0578992695,0.0835616757
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada Clark - Region 1",0.1355481592,0.1106908035,0.1649522346
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada Clark - Region 1",0.0600489996,0.0475347641,0.075596308
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada Region 3",0.1557570399,0.1278571496,0.1884296542
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada Region 3",0.0690741907,0.0557906038,0.0852350536
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada Region 3",0.1394664254,0.1067223137,0.1802299635
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada Region 3",0.0601791401,0.0463582385,0.0777844146
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada Washoe - Region 2",0.1572639692,0.126349949,0.1940616062
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada Washoe - Region 2",0.0762324987,0.060469779,0.0956856369
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada Washoe - Region 2",0.1536003714,0.1138237417,0.2040761956
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada Washoe - Region 2",0.0652229219,0.0492484959,0.0859106658
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada Capital District",0.069088303,0.0532990969,0.0891145806
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada Capital District",0.0606352294,0.0444912222,0.0821336817
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Nevada Rural/Frontier",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Nevada Rural/Frontier",0.0690613037,0.0533033251,0.0890396424
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Nevada Rural/Frontier",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Nevada Rural/Frontier",0.0597567155,0.0438051312,0.0810248351
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire",0.1410235869,0.1229156077,0.1613086168
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire",0.0803679756,0.0697795815,0.0924034583
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire",0.1435822343,0.1206485454,0.170032377
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire",0.070724709,0.0593705854,0.0840561748
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Central",0.1528520205,0.1278000649,0.1817912255
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Central",0.0886291664,0.0745039534,0.105128183
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Central",0.1538685043,0.1227696069,0.191128724
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Central",0.0780263786,0.0630658405,0.0961715874
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Central 1",0.1482990882,0.1188513865,0.1835233802
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Central 1",0.0933807005,0.0753291706,0.1152189983
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Central 1",0.164678687,0.1243087682,0.2149409752
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Central 1",0.0804468264,0.0619795465,0.1038076335
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Central 2",0.1570638418,0.1251061942,0.1953620146
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Central 2",0.0839186813,0.0669238996,0.1047446824
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Central 2",0.140835307,0.1040337534,0.1879247224
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Central 2",0.0757020165,0.057958205,0.0983111609
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Northern",0.1373822933,0.1089764909,0.1717650115
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Northern",0.077123434,0.0611830843,0.0967886447
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Northern",0.1355725823,0.0998846072,0.1814412906
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Northern",0.0678929024,0.0515245404,0.0889733931
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Southern",0.1364476239,0.1159474503,0.1599166993
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Southern",0.0770661581,0.0650197919,0.0911268565
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Southern",0.1400065587,0.112227815,0.1733187664
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Southern",0.0678410543,0.0551970008,0.0831266654
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Southern 1 (Rockingham)",0.1355310767,0.109387718,0.1667527525
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Southern 1 (Rockingham)",0.0734536143,0.0580695986,0.0925129316
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Southern 1 (Rockingham)",0.1288150069,0.0958681245,0.1709439039
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Southern 1 (Rockingham)",0.0660443535,0.0501074822,0.0865879585
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Hampshire Southern 2",0.1370283617,0.1120673443,0.1665064548
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Hampshire Southern 2",0.0793426862,0.0651827609,0.0962618814
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Hampshire Southern 2",0.1462237226,0.1118964678,0.1888425607
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Hampshire Southern 2",0.0689941105,0.0543600015,0.0872045275
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Jersey",0.1150916074,0.0998004962,0.1323810394
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Jersey",0.0585784575,0.0505212017,0.0678289085
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Jersey",0.1085322956,0.0917523925,0.127948641
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Jersey",0.0512544799,0.0425327222,0.0616495637
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Jersey Central",0.112342698,0.0896280628,0.1399291287
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Jersey Central",0.0594436742,0.0476274436,0.0739638035
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Jersey Central",0.113210018,0.0847491129,0.1496658688
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Jersey Central",0.0516565486,0.039476495,0.0673311967
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Jersey Metropolitan",0.1086525462,0.0873676945,0.1343594759
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Jersey Metropolitan",0.0572135495,0.0455170448,0.071689952
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Jersey Metropolitan",0.0987667213,0.074886887,0.1291978757
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Jersey Metropolitan",0.0507850999,0.0384191972,0.0668544639
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Jersey Northern",0.1163204386,0.0948123306,0.1419425532
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Jersey Northern",0.0557024092,0.0454586734,0.0680898264
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Jersey Northern",0.1072172185,0.0836656057,0.1364115963
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Jersey Northern",0.0484992972,0.0378835017,0.0618984888
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Jersey Southern",0.1241122941,0.1009308282,0.1517195284
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Jersey Southern",0.0637131076,0.0512889546,0.0788965826
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Jersey Southern",0.1171756914,0.0888882802,0.1529539313
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Jersey Southern",0.0557006649,0.0428853339,0.0720572599
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico",0.1612878869,0.1406124808,0.1843512268
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico",0.0708342781,0.0611589947,0.0819066456
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico",0.1303230178,0.1100763377,0.1536507549
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico",0.0611577637,0.0507068048,0.0735957313
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 1",0.1634551862,0.1317810045,0.200980098
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 1",0.068268556,0.0539333506,0.086067354
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 1",0.1274372607,0.0940783518,0.1703998759
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 1",0.0584332469,0.0439094561,0.0773722597
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 2",0.162852785,0.1293413345,0.2030221963
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 2",0.0697719552,0.054518433,0.0888919652
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 2",0.1378751556,0.0988193385,0.189127331
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 2",0.0607205964,0.0454731411,0.0806486627
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 3 (Bernalillo)",0.1679409193,0.137400066,0.2036674665
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 3 (Bernalillo)",0.0749743976,0.0611677947,0.0915933464
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 3 (Bernalillo)",0.1373706614,0.1061883768,0.1759075502
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 3 (Bernalillo)",0.0653601558,0.0509411449,0.083501412
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 4",0.1534307483,0.122054059,0.1911176273
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 4",0.067636247,0.0532744334,0.0855200048
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 4",0.1195408607,0.0888712995,0.1589480991
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 4",0.0580453807,0.0431658921,0.0776377292
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 5",0.1527528958,0.1264804363,0.1833372614
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 5",0.069402485,0.0570782612,0.0841502499
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 5",0.1255612494,0.0970203245,0.1610011833
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 5",0.059154218,0.0465457093,0.0749098347
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 5a",0.1526738599,0.1202187439,0.1919788585
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 5a",0.0653058987,0.0509416513,0.0833647175
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 5a",0.1222042948,0.0878498767,0.1675258906
Major Depressive Episode in the Past Year,26 or Older,2016-18,"New Mexico Region 5a",0.0567783621,0.0423460985,0.0757403621
Major Depressive Episode in the Past Year,12 to 17,2016-18,"New Mexico Region 5b (Dona Ana)",0.1528157975,0.12192281,0.1898441118
Major Depressive Episode in the Past Year,18 or Older,2016-18,"New Mexico Region 5b (Dona Ana)",0.0730873048,0.0577789769,0.0920552569
Major Depressive Episode in the Past Year,18 to 25,2016-18,"New Mexico Region 5b (Dona Ana)",0.1277991166,0.0929820281,0.1731644304
