outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Nevada Washoe - Region 2",0.0992336514,0.076525529,0.1277480141
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Nevada Washoe - Region 2",0.063603128,0.0499447557,0.0806794579
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Nevada Washoe - Region 2",0.091531124,0.0690155255,0.1204419143
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Nevada Washoe - Region 2",0.0588503928,0.0440812969,0.0781631514
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Nevada Capital District",0.0656448603,0.05014051,0.0855118316
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Nevada Capital District",0.0624238003,0.045774555,0.0845919169
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Nevada Rural/Frontier",0.1029338203,0.0778283662,0.134952522
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Nevada Rural/Frontier",0.0638785318,0.0493256696,0.0823530774
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Nevada Rural/Frontier",0.0898725091,0.0659985143,0.1212613513
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Nevada Rural/Frontier",0.0601451167,0.0445138513,0.0808012004
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire",0.1115338381,0.0951778686,0.1302957742
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire",0.0777589879,0.0670591211,0.0900014115
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire",0.1168225542,0.099700064,0.1364400122
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire",0.0716414514,0.0600053828,0.0853291221
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Central",0.1107546463,0.0897905646,0.1358826628
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Central",0.0773336886,0.0644355689,0.0925582073
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Central",0.112206402,0.0919658292,0.1362333371
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Central",0.0714040495,0.0573791718,0.0885349769
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Central 1",0.1075975234,0.0832661178,0.137968822
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Central 1",0.0778107754,0.0622075105,0.0969232543
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Central 1",0.1103620392,0.0860764534,0.1404465878
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Central 1",0.0714257788,0.054271434,0.0934664631
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Central 2",0.1135848748,0.0872540084,0.14658557
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Central 2",0.0768648935,0.0608574588,0.0966494804
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Central 2",0.1145532843,0.0893154653,0.1457809499
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Central 2",0.0713836127,0.0542704654,0.0933603508
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Northern",0.1073601235,0.0821428034,0.1391453957
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Northern",0.0796848889,0.0616400675,0.1024355767
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Northern",0.1087963185,0.0843172899,0.139300971
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Northern",0.0749615684,0.0552188615,0.101008334
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Southern",0.1126209962,0.0936494825,0.1348638885
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Southern",0.0775302513,0.0654206271,0.0916615705
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Southern",0.1213288642,0.1003771856,0.1459443135
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Southern",0.0710106368,0.0579264381,0.0867780095
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Southern 1 (Rockingham)",0.1186391758,0.0933392882,0.1496646702
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Southern 1 (Rockingham)",0.0793163074,0.0635220416,0.098624115
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Southern 1 (Rockingham)",0.1257668968,0.0986066521,0.1590878332
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Southern 1 (Rockingham)",0.0732235324,0.0562445535,0.0948131528
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Hampshire Southern 2",0.1086704207,0.086567327,0.1355793982
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Hampshire Southern 2",0.0764209008,0.0621866471,0.0935881685
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Hampshire Southern 2",0.119016573,0.0946197742,0.1486709032
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Hampshire Southern 2",0.0696007117,0.0541536018,0.0890392614
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Jersey",0.0912911322,0.0770101053,0.1079108559
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Jersey",0.0637703218,0.0541410348,0.0749764752
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Jersey",0.0922812609,0.0774593303,0.1096024307
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Jersey",0.0594664667,0.0490332853,0.07195163
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Jersey Central",0.0943992863,0.0724311948,0.1221527744
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Jersey Central",0.0675354497,0.0535198157,0.0848922566
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Jersey Central",0.0970073173,0.0744876942,0.1254126602
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Jersey Central",0.0633515735,0.0482591291,0.0827535924
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Jersey Metropolitan",0.0883492618,0.0684644319,0.1133069646
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Jersey Metropolitan",0.0585547427,0.0462366272,0.0739003073
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Jersey Metropolitan",0.0824192627,0.0632089352,0.1068023286
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Jersey Metropolitan",0.0546181299,0.0412113535,0.0720585768
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Jersey Northern",0.0836067604,0.0645346467,0.1076665908
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Jersey Northern",0.0628695917,0.0495939867,0.0794019931
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Jersey Northern",0.0947715671,0.0735890566,0.1212533816
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Jersey Northern",0.0582651409,0.0439857109,0.0768077799
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Jersey Southern",0.1025917321,0.0811121212,0.1289611458
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Jersey Southern",0.0670328777,0.0530706883,0.0843411621
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Jersey Southern",0.0958462844,0.0739207404,0.123408513
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Jersey Southern",0.0625596676,0.0473580015,0.0822198384
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico",0.1066056274,0.0904222491,0.1252864776
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico",0.0679762723,0.0577986383,0.0797942868
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico",0.0921927274,0.077003627,0.1100207734
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico",0.0637872264,0.0526947428,0.0770248694
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico Region 1",0.1015908388,0.0782058139,0.1309748784
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico Region 1",0.0701131343,0.0550924588,0.0888440618
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico Region 1",0.0968823272,0.0741552,0.1256297251
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico Region 1",0.0654534875,0.0491099558,0.0867399119
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico Region 2",0.1079643751,0.0823053951,0.1403988123
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico Region 2",0.0689673868,0.0529266833,0.0894106479
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico Region 2",0.088216548,0.066649336,0.1158961484
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico Region 2",0.0664044015,0.0491439496,0.0891586712
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico Region 3 (Bernalillo)",0.1043989555,0.0816755836,0.1325319259
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico Region 3 (Bernalillo)",0.0677362019,0.0538465364,0.0848872492
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico Region 3 (Bernalillo)",0.0954592763,0.0747982778,0.1210804399
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico Region 3 (Bernalillo)",0.062988536,0.0477639949,0.0826446551
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico Region 4",0.1139162218,0.0881913139,0.1459438818
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico Region 4",0.0679432744,0.0536354886,0.0857220788
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico Region 4",0.0896741833,0.0681603496,0.1171250317
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico Region 4",0.0637899088,0.0480952741,0.0841533069
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New Mexico Region 5",0.1097986125,0.0845102949,0.1414845823
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New Mexico Region 5",0.0654346917,0.0513931617,0.0829770392
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New Mexico Region 5",0.0865583613,0.0656045302,0.1133925943
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New Mexico Region 5",0.0613238804,0.0458981861,0.081491118
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York",0.0965457828,0.0867123896,0.1073632152
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York",0.0637645415,0.057581577,0.0705617081
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York",0.0870409126,0.0773577431,0.0978076716
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York",0.0597325968,0.0528214606,0.067483558
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 2A: Bronx",0.0947084016,0.0746406523,0.1194749217
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 2A: Bronx",0.0595527934,0.0478346836,0.0739186496
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 2A: Bronx",0.0728786262,0.056699337,0.0932184742
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 2A: Bronx",0.0567439537,0.0436002641,0.0735452345
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 14",0.106159073,0.0825720317,0.1354887989
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 14",0.0687065887,0.0555527906,0.0846956394
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 14",0.0938243893,0.0728005158,0.1201330452
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 14",0.0638240823,0.0492815746,0.0822865163
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 15",0.1003452837,0.0783837242,0.1276080569
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 15",0.0680203068,0.0552271868,0.0835149323
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 15",0.0945007768,0.0738482689,0.1201795245
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 15",0.0633511776,0.0492852916,0.0810890326
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 2",0.0915377076,0.0735727905,0.1133525502
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 2",0.0625486342,0.051779771,0.0753791031
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 2",0.0787201487,0.062816657,0.0982279695
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 2",0.0597105443,0.0477758823,0.0743936258
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 6",0.0955085797,0.0757534151,0.1197480632
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 6",0.0645378861,0.0514859371,0.0806173507
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 6",0.084156863,0.0655738402,0.1074008515
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 6",0.0615090848,0.0471902572,0.0798087195
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 7",0.0999381267,0.0775457159,0.1279001189
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 7",0.0649199209,0.0519870401,0.0807959287
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 7",0.0941506153,0.072675575,0.1211423753
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 7",0.0594998426,0.0454237715,0.0775833365
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 8",0.0909790946,0.0712653833,0.1154680923
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 8",0.0646317584,0.0517188788,0.0804949823
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 8",0.085609832,0.0655452144,0.1110864355
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 8",0.0609761511,0.0469009862,0.0789255391
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 9",0.0901866078,0.072126241,0.1122223262
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 9",0.065901941,0.0537370609,0.0805861548
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 9",0.0913795085,0.0721701583,0.1150676707
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 9",0.0610361264,0.0476845348,0.0778206479
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region D",0.1026977196,0.0869779532,0.1208824096
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region D",0.0683515636,0.0593734048,0.0785739482
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region D",0.0949654731,0.0802547241,0.1120442241
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region D",0.0634895502,0.0535275046,0.0751584121
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 2C: New York",0.0988635502,0.0771678499,0.1258272921
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 2C: New York",0.0692875112,0.0566889583,0.0844353484
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 2C: New York",0.0899771064,0.0716160592,0.1124752763
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 2C: New York",0.0659191588,0.0520601541,0.0831439878
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region B",0.0974915258,0.0836611857,0.1133254539
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region B",0.062717958,0.05430317,0.0723369566
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region B",0.092571487,0.0788871748,0.1083503475
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region B",0.057928126,0.048621545,0.0688870825
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region C",0.0975694383,0.0856459936,0.1109514127
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region C",0.0665085262,0.0585946847,0.0754056033
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region C",0.0900382591,0.0776901224,0.1041274423
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region C",0.0621282741,0.0532952501,0.0723134379
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 2D: Queens",0.0943918151,0.0745571893,0.1188255786
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 2D: Queens",0.0572533439,0.0461239443,0.0708686765
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 2D: Queens",0.0818510302,0.0641859771,0.1038383427
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 2D: Queens",0.0534824416,0.0414634356,0.0687355668
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 1: Long Island",0.097752231,0.0795663989,0.1195547507
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 1: Long Island",0.061196407,0.0504994205,0.0739827199
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 1: Long Island",0.0959752487,0.0773572514,0.1184986432
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 1: Long Island",0.0557688107,0.0440826799,0.0703249754
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 2: New York City",0.0938930292,0.0810916331,0.1084767336
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 2: New York City",0.0620309752,0.0546060205,0.0703903541
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 2: New York City",0.0806472928,0.0694165585,0.093512434
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 2: New York City",0.0588269826,0.0505720981,0.0683323336
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 10",0.1050374288,0.0814486495,0.134457858
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 10",0.0729975276,0.0590092537,0.0899846565
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 10",0.1019972958,0.0793469215,0.1301990544
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 10",0.0660006883,0.0503948912,0.0860014646
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 11",0.1042858148,0.0834109553,0.1296459864
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 11",0.0674264785,0.0549661738,0.0824649336
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 11",0.0896141995,0.070187384,0.1137601976
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 11",0.0633009955,0.0495417437,0.0805577246
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 12",0.1007061854,0.0805469989,0.1252236311
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 12",0.0652790683,0.0530501594,0.0800885219
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 12",0.0869567415,0.0681249605,0.1103775965
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 12",0.0615393607,0.0481490734,0.0783469849
Major Depressive Episode in the Past Year,12 to 17,2012-14,"New York Region 13",0.1015914854,0.0784210186,0.130637507
Major Depressive Episode in the Past Year,18 or Older,2012-14,"New York Region 13",0.0683260837,0.0545261893,0.0853034474
Major Depressive Episode in the Past Year,18 to 25,2012-14,"New York Region 13",0.0968651764,0.0756547753,0.1232293184
Major Depressive Episode in the Past Year,26 or Older,2012-14,"New York Region 13",0.0632765899,0.0482309155,0.0826084038
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina",0.1039563217,0.0897245652,0.1201475103
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina",0.0727735105,0.0625974164,0.084454832
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina",0.0881403464,0.0744747839,0.1040315839
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina",0.0702174624,0.0590796545,0.0832691707
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Partners Behavioral Health Management",0.1046043266,0.0802392746,0.1352797546
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Partners Behavioral Health Management",0.0741352883,0.0578624997,0.0945253498
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Partners Behavioral Health Management",0.0937939979,0.0715788662,0.1219978086
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Partners Behavioral Health Management",0.0712845526,0.053503745,0.0943851698
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Sandhills Center 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Sandhills Center 1",0.0710036058,0.0540613316,0.0927348978
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Sandhills Center 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Sandhills Center 1",0.068851517,0.0506031943,0.0930356113
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Sandhills Center 2",0.1048824461,0.0785422583,0.1387262692
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Sandhills Center 2",0.0729813138,0.0568528665,0.0932329041
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Sandhills Center 2",0.0820284302,0.0614129572,0.108762311
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Sandhills Center 2",0.0712736727,0.0532489495,0.0947888804
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Smoky Mountain Center 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Smoky Mountain Center 1",0.0754845195,0.0585393651,0.0968302304
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Smoky Mountain Center 1",0.1010437335,0.0758764606,0.1333540798
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Smoky Mountain Center 1",0.0711355108,0.0528112177,0.0951790175
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Smoky Mountain Center 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Smoky Mountain Center 2",0.0788510713,0.061155865,0.1011148796
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Smoky Mountain Center 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Smoky Mountain Center 2",0.0760029658,0.057048915,0.1005826266
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Trillium Health Resources 1",0.1027451681,0.0778443829,0.1344498639
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Trillium Health Resources 1",0.0726521029,0.0569866914,0.09220282
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Trillium Health Resources 1",0.0862032517,0.0645348623,0.1142584476
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Trillium Health Resources 1",0.0700231953,0.0527014214,0.0924824266
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Trillium Health Resources 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Trillium Health Resources 2",0.0747581888,0.0582582223,0.0954576136
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Trillium Health Resources 2",0.0879285195,0.0662846209,0.1157635693
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Trillium Health Resources 2",0.0719658458,0.0536002614,0.095985983
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Alliance Behavioral Healthcare 1",0.1050546507,0.080108357,0.1366156781
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Alliance Behavioral Healthcare 1",0.078788619,0.0617011661,0.1001033946
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Alliance Behavioral Healthcare 1",0.0884791468,0.0669911351,0.1160026785
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Alliance Behavioral Healthcare 1",0.0769476022,0.0578525421,0.1016651601
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Alliance Behavioral Healthcare 2",0.11506311,0.0887438676,0.1479209294
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Alliance Behavioral Healthcare 2",0.0717379425,0.0559287561,0.0915823546
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Alliance Behavioral Healthcare 2",0.0888022191,0.0665210567,0.1176061875
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Alliance Behavioral Healthcare 2",0.068930253,0.0516559259,0.0914244094
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 1",0.1029511542,0.0782313179,0.1343436323
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 1",0.0706820389,0.0545445662,0.0911337082
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 1",0.086713392,0.0650119203,0.1147697642
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 1",0.0683394354,0.0507710514,0.0914016639
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 2",0.1026979454,0.077375457,0.135094218
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 2",0.0714742039,0.0554780278,0.0916351467
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 2",0.0925583758,0.0704485085,0.1207062342
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 2",0.0677445618,0.0500888147,0.0910273859
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 3",0.1002825679,0.075974134,0.1312637838
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 3",0.0678634791,0.0532286732,0.0861558525
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 3",0.0823915505,0.0615903201,0.109399087
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Cardinal Innovations Healthcare Solutions 3",0.0655085322,0.049594029,0.0860674554
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina CenterPoint Human Services",0.1003059359,0.0761318839,0.1310669721
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina CenterPoint Human Services",0.0712410904,0.0552005955,0.0914913518
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina CenterPoint Human Services",0.0855687698,0.064755072,0.1122693624
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina CenterPoint Human Services",0.0690057113,0.0513897808,0.0920740994
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Carolina Eastpointe",0.1009823071,0.0769165762,0.1315050433
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Carolina Eastpointe",0.0701044742,0.0540153254,0.0905273681
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Carolina Eastpointe",0.0783295422,0.0594230451,0.102595331
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Carolina Eastpointe",0.068788457,0.0510703189,0.09205732
Major Depressive Episode in the Past Year,12 to 17,2012-14,"North Dakota",0.0878732297,0.0734019258,0.1048746594
Major Depressive Episode in the Past Year,18 or Older,2012-14,"North Dakota",0.0602778041,0.0513846366,0.0705955746
Major Depressive Episode in the Past Year,18 to 25,2012-14,"North Dakota",0.0835025673,0.0693779837,0.1001931632
Major Depressive Episode in the Past Year,26 or Older,2012-14,"North Dakota",0.0551806196,0.0454695944,0.066820459
