outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nebraska Region 6",0.1190994834,0.0965079044,0.1461242162
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nebraska Region 6",0.0728402612,0.0599053353,0.0883057828
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nebraska Region 6",0.1121088594,0.0892717933,0.1398906312
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nebraska Region 6",0.0659598557,0.0519274456,0.0834504834
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nebraska Regions 1 and 2",0.1372683684,0.1108218063,0.168827841
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nebraska Regions 1 and 2",0.0638675098,0.0512587662,0.07931848
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nebraska Regions 1 and 2",0.098745962,0.0769485696,0.1258759246
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nebraska Regions 1 and 2",0.0584475073,0.0449692525,0.0756455098
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nebraska Region 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nebraska Region 1",0.0643285814,0.0490576274,0.083933597
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nebraska Region 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nebraska Region 1",0.0587078528,0.0425587268,0.0804698195
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nebraska Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nebraska Region 2",0.063458202,0.0478446837,0.0837189919
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nebraska Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nebraska Region 2",0.0582186062,0.0416681774,0.0807886207
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada",0.1507729254,0.1293673313,0.1750084105
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada",0.0714457404,0.0607514082,0.0838545692
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada",0.1014907176,0.0841637027,0.1219100563
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada",0.0668906185,0.0551795361,0.0808744595
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada Clark - Region 1",0.1493357004,0.1246591736,0.1779042141
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada Clark - Region 1",0.0712656779,0.058950898,0.0859181281
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada Clark - Region 1",0.099119081,0.0793380992,0.1231721374
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada Clark - Region 1",0.0669791,0.0535974111,0.0834073544
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada Region 3",0.154993865,0.1256428917,0.1897137057
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada Region 3",0.068377008,0.0549897575,0.0847311646
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada Region 3",0.1072298299,0.0832231551,0.1371257076
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada Region 3",0.0632450298,0.0490985815,0.0811196907
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada Washoe - Region 2",0.1543528168,0.121071258,0.1947559886
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada Washoe - Region 2",0.0746743977,0.0584362778,0.0949696059
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada Washoe - Region 2",0.1083653721,0.0832489108,0.1399031329
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada Washoe - Region 2",0.0693982407,0.0518813985,0.0922538679
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada Capital District",0.0670171303,0.0508926765,0.0877778541
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada Capital District",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada Capital District",0.0615265317,0.044614888,0.0842831464
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Nevada Rural/Frontier",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Nevada Rural/Frontier",0.0696193385,0.0533063798,0.0904474813
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Nevada Rural/Frontier",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Nevada Rural/Frontier",0.064839311,0.0476421608,0.0876725706
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire",0.1355916419,0.1167052255,0.1569912251
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire",0.0858940851,0.0746862433,0.0986046089
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire",0.139116858,0.1176667797,0.1637514816
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire",0.0775566192,0.0653654283,0.091798243
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Central",0.1287108659,0.1053007368,0.1564155918
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Central",0.0871108342,0.0727642038,0.1039689606
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Central",0.1322102157,0.1067003594,0.1627080857
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Central",0.0795222597,0.0638203301,0.0986801783
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Central 1",0.1311156912,0.1007359589,0.1689361275
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Central 1",0.0923676958,0.0732437819,0.1158606118
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Central 1",0.1341629158,0.1028333144,0.1731948879
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Central 1",0.0843846825,0.0635411655,0.1112532445
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Central 2",0.1265215762,0.0982589145,0.161457991
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Central 2",0.081921232,0.0648146471,0.103045283
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Central 2",0.1297877858,0.1000032047,0.1667992183
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Central 2",0.0749028372,0.0565938478,0.0985165261
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Northern",0.1310513023,0.1013546018,0.1678241318
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Northern",0.085066129,0.0667085084,0.1078916003
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Northern",0.1272634676,0.0961817914,0.1665386
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Northern",0.0781773919,0.0584228833,0.1038745949
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Southern",0.139427115,0.1174241427,0.1647832317
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Southern",0.0854857094,0.072397744,0.1006828886
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Southern",0.145731742,0.1196173592,0.1764049481
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Southern",0.0764740081,0.0625035437,0.0932564595
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Southern 1 (Rockingham)",0.1415081658,0.110911486,0.1788475295
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Southern 1 (Rockingham)",0.0835232923,0.0655622871,0.1058474125
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Southern 1 (Rockingham)",0.1375453234,0.1041944643,0.1794329727
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Southern 1 (Rockingham)",0.0762546366,0.0573657797,0.1006986222
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Hampshire Southern 2",0.1380764013,0.1121165965,0.1689035687
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Hampshire Southern 2",0.0867111947,0.071276294,0.1051102406
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Hampshire Southern 2",0.1501426356,0.1197373207,0.1866318992
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Hampshire Southern 2",0.0766139958,0.060190643,0.0970557704
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Jersey",0.1012205032,0.0876813032,0.1165831839
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Jersey",0.0648686814,0.0566835957,0.0741427929
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Jersey",0.1030997716,0.0881659349,0.1202296187
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Jersey",0.0591436282,0.0502009266,0.0695626935
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Jersey Central",0.0989624925,0.0786906514,0.1237551613
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Jersey Central",0.06438207,0.0517100688,0.0798978121
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Jersey Central",0.102859322,0.0802414789,0.1309448572
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Jersey Central",0.0588572992,0.0452477783,0.0762334139
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Jersey Metropolitan",0.0950004576,0.0745214735,0.1203752076
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Jersey Metropolitan",0.0614127171,0.0485340157,0.0774307241
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Jersey Metropolitan",0.0943652606,0.0730906547,0.1210237707
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Jersey Metropolitan",0.0560752355,0.0423143344,0.0739656412
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Jersey Northern",0.0957129858,0.0766813439,0.1188600547
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Jersey Northern",0.0643999672,0.0528204438,0.0783081315
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Jersey Northern",0.1100175716,0.0871118792,0.1380355014
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Jersey Northern",0.0578978165,0.0456293995,0.0732118094
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Jersey Southern",0.1194301754,0.0959317244,0.1477439233
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Jersey Southern",0.070147062,0.0565598357,0.0866983625
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Jersey Southern",0.1039048217,0.0807333321,0.1327663137
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Jersey Southern",0.0649561975,0.050273261,0.0835502125
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico",0.1235464451,0.1055663644,0.1440955406
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico",0.0675475272,0.0579627877,0.0785849856
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico",0.088754471,0.0737725294,0.106429378
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico",0.0639754027,0.0533627703,0.0765280186
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 1",0.1280280452,0.1004110002,0.161874079
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 1",0.0689504724,0.0539425101,0.087746691
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 1",0.0827745883,0.0617683224,0.1100864816
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 1",0.0666129251,0.0502995099,0.0877284553
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 2",0.1165669335,0.0909899554,0.1481616659
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 2",0.0601970781,0.0463635054,0.0778213735
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 2",0.0981322364,0.0723396594,0.131814378
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 2",0.055119662,0.0406121757,0.0744075837
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 3 (Bernalillo)",0.122745248,0.0975401467,0.1533567372
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 3 (Bernalillo)",0.0730254716,0.0586392028,0.0906015068
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 3 (Bernalillo)",0.0993111555,0.0774226787,0.1265390519
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 3 (Bernalillo)",0.0687256915,0.0530391132,0.0886174947
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 4",0.129520616,0.101269052,0.1642135851
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 4",0.0698521501,0.0539631638,0.0899745655
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 4",0.0801554627,0.0587012672,0.1085465561
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 4",0.0679147351,0.0504130549,0.0909107004
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 5",0.1197869778,0.0967435167,0.1474233537
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 5",0.0610262424,0.0495508524,0.0749496288
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 5",0.0792958437,0.0620267539,0.100855906
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 5",0.0575666094,0.0448753932,0.0735705638
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 5a",0.1189900006,0.0919041932,0.1527160198
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 5a",0.0584814862,0.0448956119,0.0758520824
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 5a",0.0858747229,0.0636471816,0.1149121581
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 5a",0.0542935798,0.0396423574,0.0739427566
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New Mexico Region 5b (Dona Ana)",0.1204228041,0.0925158649,0.155307073
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New Mexico Region 5b (Dona Ana)",0.063361793,0.0488959206,0.0817395902
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New Mexico Region 5b (Dona Ana)",0.0749674085,0.0548812289,0.1016146132
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New Mexico Region 5b (Dona Ana)",0.060764059,0.0446393093,0.0822122102
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York",0.117116157,0.1057330703,0.1295472029
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York",0.0653421884,0.0592978388,0.0719555235
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York",0.1057191192,0.09421813,0.1184404331
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York",0.0585505696,0.0519386887,0.0659456062
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2A: Bronx",0.10677727,0.0846407568,0.1338566369
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2A: Bronx",0.0556027024,0.0441765575,0.0697684687
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2A: Bronx",0.0746855062,0.057605175,0.0963126882
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2A: Bronx",0.0517579501,0.0392258433,0.0680104694
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2C: New York",0.1172130556,0.0911179127,0.1495518514
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2C: New York",0.0781138445,0.0630394436,0.0964219778
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2C: New York",0.1220692647,0.0959533486,0.1540817647
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2C: New York",0.0716515248,0.0555687579,0.0919358706
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2B: Kings",0.1042063656,0.0834687705,0.1293689252
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2B: Kings",0.0607195379,0.0497397345,0.0739345016
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2B: Kings",0.0931112434,0.0733088722,0.1175839589
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2B: Kings",0.0552842944,0.0434981038,0.0700302391
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2E: Richmond",0.1277666362,0.1001204681,0.1616751818
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2E: Richmond",0.0696226495,0.0546769028,0.0882722824
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2E: Richmond",0.1198621663,0.0910622561,0.1562051863
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2E: Richmond",0.0616064573,0.0459551897,0.0821293078
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 3: Mid-Hudson",0.1155979276,0.0935024745,0.1420962671
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 3: Mid-Hudson",0.0603427746,0.049202286,0.0738099003
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 3: Mid-Hudson",0.1013415575,0.0795987107,0.1281963601
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 3: Mid-Hudson",0.053441995,0.0417696812,0.0681441155
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 4: Capital Region",0.1228465431,0.0971582601,0.1541669476
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 4: Capital Region",0.0729687448,0.0585079666,0.090659473
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 4: Capital Region",0.1147619734,0.0895758468,0.1458948842
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 4: Capital Region",0.0658123225,0.0503845837,0.0855385078
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 5: Mohawk Valley",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 5: Mohawk Valley",0.0725767531,0.056997508,0.0919988666
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 5: Mohawk Valley",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 5: Mohawk Valley",0.0651733787,0.0487545538,0.0866180056
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 6: North Country",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 6: North Country",0.0703269369,0.0552465993,0.0891352931
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 6: North Country",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 6: North Country",0.0624749939,0.046973929,0.0826476999
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 7: Tug Hill Seaway",0.1364211521,0.1064405779,0.173209308
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 7: Tug Hill Seaway",0.074510565,0.0589086808,0.0938325875
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 7: Tug Hill Seaway",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 7: Tug Hill Seaway",0.0694158105,0.0523381042,0.0915277057
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 8: Central",0.1269595364,0.1028136684,0.1557913987
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 8: Central",0.0723855702,0.0580926433,0.0898595945
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 8: Central",0.109407077,0.0845347482,0.1404745619
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 8: Central",0.0653111938,0.0501213666,0.0846940072
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2D: Queens",0.1026891118,0.0809308294,0.129473042
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2D: Queens",0.058711292,0.0472056026,0.0728070365
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2D: Queens",0.1082993448,0.0841611926,0.1383149725
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2D: Queens",0.0514984344,0.0394911535,0.0669022382
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 9: Southern Tier",0.1344963433,0.1050188434,0.1706699959
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 9: Southern Tier",0.0781101736,0.0620988759,0.0978191903
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 9: Southern Tier",0.1179951393,0.0892121627,0.1544893406
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 9: Southern Tier",0.0688799515,0.0517247411,0.0911778424
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 10: Finger Lakes",0.1395707861,0.1124744175,0.171930416
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 10: Finger Lakes",0.071765345,0.0584116494,0.0878869279
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 10: Finger Lakes",0.1181319807,0.092011119,0.1504396275
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 10: Finger Lakes",0.0635474619,0.0496469491,0.0810081895
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 11: Western",0.1242397881,0.1010595128,0.1518389076
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 11: Western",0.0694623992,0.0573027842,0.0839724354
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 11: Western",0.1124763162,0.0883518623,0.1421607539
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 11: Western",0.0620788384,0.0492316162,0.0780035524
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 1: Long Island",0.1178938276,0.0974334666,0.1419748738
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 1: Long Island",0.060636786,0.04990384,0.0734995189
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 1: Long Island",0.1067201198,0.0852219974,0.1328537606
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 1: Long Island",0.0533522681,0.0420618729,0.0674598495
Major Depressive Episode in the Past Year,12 to 17,2014-16,"New York Region 2: New York City",0.107576457,0.0934596309,0.1235350203
Major Depressive Episode in the Past Year,18 or Older,2014-16,"New York Region 2: New York City",0.0634872869,0.0559714776,0.0719354109
Major Depressive Episode in the Past Year,18 to 25,2014-16,"New York Region 2: New York City",0.1004056608,0.0867139811,0.1159846367
Major Depressive Episode in the Past Year,26 or Older,2014-16,"New York Region 2: New York City",0.0575074178,0.0492961588,0.0669900493
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina",0.1191896572,0.1041616648,0.1360565291
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina",0.0719979519,0.0636641576,0.081327906
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina",0.0933576473,0.0801515885,0.1084829695
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina",0.0685332258,0.0591374509,0.0792959903
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Partners Behavioral Health Management",0.1164467638,0.0902755441,0.1489627637
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Partners Behavioral Health Management",0.0729808694,0.0567152709,0.0934492044
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Partners Behavioral Health Management",0.0977474427,0.0736594624,0.1286189089
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Partners Behavioral Health Management",0.0694197629,0.0519399416,0.0922100709
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Sandhills Center 1",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Sandhills Center 1",0.0724178503,0.0550510019,0.0947142488
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Sandhills Center 1",0.0864534469,0.0636591971,0.1163949744
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Sandhills Center 1",0.0703290288,0.0514780395,0.0953889323
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Sandhills Center 2",0.120612715,0.0927155275,0.1554655591
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Sandhills Center 2",0.0745170276,0.0583119315,0.0947723465
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Sandhills Center 2",0.0951958034,0.0708658712,0.1267393733
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Sandhills Center 2",0.0707323584,0.0531139455,0.0936171635
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Smoky Mountain Center 1",0.126877492,0.0978698261,0.1629299733
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Smoky Mountain Center 1",0.0727277665,0.0566241994,0.0929598003
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Smoky Mountain Center 1",0.1102748142,0.0828746803,0.1452988011
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Smoky Mountain Center 1",0.0665987418,0.0494881468,0.0890709685
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Smoky Mountain Center 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Smoky Mountain Center 2",0.0729490859,0.0564119597,0.0938518787
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Smoky Mountain Center 2",0.11767015,0.0882702288,0.1551953938
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Smoky Mountain Center 2",0.0674874343,0.0502484584,0.0900797261
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Trillium Health Resources 1",0.1183360247,0.0918208782,0.1512329259
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Trillium Health Resources 1",0.0723674946,0.0565638545,0.0921552843
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Trillium Health Resources 1",0.0876074724,0.0662152433,0.1150593244
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Trillium Health Resources 1",0.069523214,0.0520975653,0.0922104203
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Trillium Health Resources 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Trillium Health Resources 2",0.0796836523,0.0624083798,0.1012246226
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Trillium Health Resources 2",0.101097236,0.0762406034,0.1328920087
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Trillium Health Resources 2",0.0754767701,0.0563361544,0.100428456
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Alliance Behavioral Healthcare 1",0.1278544564,0.1005852313,0.1611915902
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Alliance Behavioral Healthcare 1",0.0811078939,0.063706554,0.1027408114
Major Depressive Episode in the Past Year,18 to 25,2014-16,"North Carolina Alliance Behavioral Healthcare 1",0.0874742716,0.0654764697,0.1159456321
Major Depressive Episode in the Past Year,26 or Older,2014-16,"North Carolina Alliance Behavioral Healthcare 1",0.0799584202,0.0606985656,0.1046486325
Major Depressive Episode in the Past Year,12 to 17,2014-16,"North Carolina Alliance Behavioral Healthcare 2",0.1183491466,0.092087525,0.1508556865
Major Depressive Episode in the Past Year,18 or Older,2014-16,"North Carolina Alliance Behavioral Healthcare 2",0.069392305,0.0543893793,0.0881479037
